"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"14D","1414 DEGREES LIMITED","Capital Goods","12/09/2018",18815313
"1AD","ADALTA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","22/08/2016",14395556
"1AE","AURORA ENERGY METALS LIMITED","Materials","18/05/2022",16115736
"1AG","ALTERRA LIMITED","Food, Beverage & Tobacco","16/05/2008",5172879
"1AI","ALGORAE PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","01/09/2004",18561342
"1CG","ONE CLICK GROUP LIMITED","Capital Goods","28/04/2017",6078348
"1MC","MORELLA CORPORATION LIMITED","Materials","08/01/2001",18536398
"1TT","THRIVE TRIBE TECHNOLOGIES LIMITED","Software & Services","09/07/2015",5272701
"29M","29METALS LIMITED","Materials","02/07/2021",392951573
"360","LIFE360 INC.","Software & Services","10/05/2019",3455528139
"3DA","AMAERO INTERNATIONAL LTD","Capital Goods","06/12/2019",235772705
"3DP","POINTERRA LIMITED","Software & Services","27/03/2008",28232312
"3PL","3P LEARNING LIMITED..","Consumer Services","09/07/2014",340471430
"4DS","4DS MEMORY LIMITED","Semiconductors & Semiconductor Equipment","09/12/2010",132257619
"4DX","4DMEDICAL LIMITED","Health Care Equipment & Services","07/08/2020",227006006
"5EA","5E ADVANCED MATERIALS INC.","Materials","01/03/2022",136064547
"5GG","PENTANET LIMITED","Telecommunication Services","29/01/2021",19492725
"5GN","5G NETWORKS LIMITED.","Software & Services","14/12/1999",53866234
"88E","88 ENERGY LIMITED","Energy","20/01/2000",115570688
"8CO","8COMMON LIMITED","Software & Services","27/08/2014",6946942
"8IH","8I HOLDINGS LTD","Financial Services","17/12/2014",3573560
"8VI","8VI HOLDINGS LIMITED","Consumer Services","16/12/2015",2263217
"A11","ATLANTIC LITHIUM LIMITED","Materials","26/09/2022",266364312
"A1G","AFRICAN GOLD LTD.","Materials","14/02/2019",5067934
"A1GN","AFRICAN GOLD LTD.","Materials","14/02/2019",5067934
"A1M","AIC MINES LIMITED","Materials","04/11/1993",272857673
"A1N","ARN MEDIA LIMITED","Media & Entertainment","07/05/1992",253570802
"A2M","THE A2 MILK COMPANY LIMITED","Food, Beverage & Tobacco","31/03/2015",4908727346
"A3D","AURORA LABS LIMITED","Capital Goods","16/08/2016",19867385
"A4N","ALPHA HPA LIMITED","Materials","22/10/2007",887109136
"A8G","AUSTRALASIAN METALS LIMITED","Materials","13/05/2021",3961158
"AAC","AUSTRALIAN AGRICULTURAL COMPANY LIMITED.","Food, Beverage & Tobacco","10/08/2001",855928781
"AAJ","ARUMA RESOURCES LIMITED","Materials","23/07/2010",3740939
"AAP","AUSTRALIAN AGRICULTURAL PROJECTS LIMITED","Food, Beverage & Tobacco","07/01/2004",8109282
"AAR","ASTRAL RESOURCES NL","Materials","13/11/1986",83045681
"AAU","ANTILLES GOLD LIMITED","Materials","25/11/1993",9815350
"ABA","AUSWIDE BANK LTD","Banks","19/09/1994",188854979
"ABB","AUSSIE BROADBAND LIMITED","Telecommunication Services","16/10/2020",1066820200
"ABC","ADBRI LIMITED","Materials","31/05/1962",2073951565
"ABE","AUSTRALIAN BOND EXCHANGE HOLDINGS LIMITED","Financial Services","06/12/2021",2756605
"ABG","ABACUS GROUP","Equity Real Estate Investment Trusts (REITs)","14/11/2002",1014301413
"ABV","ADVANCED BRAKING TECHNOLOGY LTD","Automobiles & Components","28/05/2002",19063895
"ABX","ABX GROUP LIMITED","Materials","24/12/2009",13752217
"ABY","ADORE BEAUTY GROUP LIMITED","Consumer Discretionary Distribution & Retail","19/11/2020",101004773
"AC8","AUSCANN GROUP HOLDINGS LTD","Pharmaceuticals, Biotechnology & Life Sciences","03/05/1989","SUSPENDED"
"ACE","ACUSENSUS LIMITED.","Software & Services","12/01/2023",79631984
"ACF","ACROW LIMITED","Capital Goods","27/06/2008",339566048
"ACL","AUSTRALIAN CLINICAL LABS LIMITED","Health Care Equipment & Services","14/05/2021",470273255
"ACM","AUSTRALIAN CRITICAL MINERALS LIMITED","Materials","03/07/2023",4222532
"ACP","AUDALIA RESOURCES LIMITED","Materials","06/07/2011",13842724
"ACQ","ACORN CAPITAL INVESTMENT FUND LIMITED","Not Applic","01/05/2014",74147029
"ACR","ACRUX LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/09/2004",19478029
"ACS","ACCENT RESOURCES NL","Materials","26/08/2005",3311891
"ACU","ACUMENTIS GROUP LIMITED","Real Estate Management & Development","05/12/2003",15272222
"ACW","ACTINOGEN MEDICAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","16/10/2007",68226874
"AD1","AD1 HOLDINGS LIMITED","Media & Entertainment","23/06/2016",8087835
"AD8","AUDINATE GROUP LIMITED","Technology Hardware & Equipment","30/06/2017",1389579738
"ADA","ADACEL TECHNOLOGIES LIMITED","Software & Services","27/02/1998",50308493
"ADC","ACDC METALS LTD","Materials","17/01/2023",3904477
"ADD","ADAVALE RESOURCES LIMITED","Energy","06/02/1992",5587888
"ADG","ADELONG GOLD LIMITED","Materials","21/03/2007",4321956
"ADH","ADAIRS LIMITED","Consumer Discretionary Distribution & Retail","17/06/2015",318796066
"ADN","ANDROMEDA METALS LIMITED","Materials","17/09/1996",55984877
"ADO","ANTEOTECH LTD","Pharmaceuticals, Biotechnology & Life Sciences","07/04/2000",54214322
"ADR","ADHERIUM LIMITED","Health Care Equipment & Services","26/08/2015",7020720
"ADRNA","ADHERIUM LIMITED","Health Care Equipment & Services","26/08/2015",7020720
"ADS","ADSLOT LTD.","Software & Services","17/12/1987",6448991
"ADT","ADRIATIC METALS PLC","Materials","01/05/2018",1475990257
"ADV","ARDIDEN LTD","Materials","25/10/2005",9377626
"ADX","ADX ENERGY LTD","Energy","29/01/1987",45410470
"ADY","ADMIRALTY RESOURCES NL.","Materials","01/12/1983",17924213
"AEE","AURA ENERGY LIMITED","Energy","30/05/2006",140628793
"AEF","AUSTRALIAN ETHICAL INVESTMENT LIMITED","Financial Services","17/12/2002",499624490
"AEI","AERIS ENVIRONMENTAL LTD","Commercial & Professional Services","12/09/2000",16215840
"AER","AEERIS LTD","Media & Entertainment","01/04/2015",5987136
"AEV","AVENIRA LIMITED","Materials","10/10/2006",11745170
"AFA","ASF GROUP LIMITED","Financial Services","29/05/1985",31695901
"AFG","AUSTRALIAN FINANCE GROUP LTD","Financial Services","22/05/2015",388553580
"AFI","AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED","Not Applic","30/06/1962",9023821207
"AFL","AF LEGAL GROUP LTD","Commercial & Professional Services","19/09/2003",12781889
"AFP","AFT PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","22/12/2015",257971000
"AFW","APPLYFLOW LIMITED","Media & Entertainment","30/11/2010","SUSPENDED"
"AGC","AUSTRALIAN GOLD AND COPPER LTD","Materials","20/01/2021",86666667
"AGD","AUSTRAL GOLD LIMITED","Materials","18/04/1997",17144718
"AGE","ALLIGATOR ENERGY LIMITED","Energy","03/02/2011",259211470
"AGH","ALTHEA GROUP HOLDINGS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","21/09/2018",10943976
"AGI","AINSWORTH GAME TECHNOLOGY LIMITED","Consumer Services","17/12/2001",301430566
"AGL","AGL ENERGY LIMITED.","Utilities","12/10/2006",7003298696
"AGN","ARGENICA THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","11/06/2021",93955576
"AGR","AGUIA RESOURCES LIMITED","Materials","13/02/2008",13159682
"AGY","ARGOSY MINERALS LIMITED","Materials","03/04/1997",189595012
"AHC","AUSTCO HEALTHCARE LIMITED","Health Care Equipment & Services","24/09/2004",63922722
"AHCN","AUSTCO HEALTHCARE LIMITED","Health Care Equipment & Services","24/09/2004",63922722
"AHF","AUSTRALIAN DAIRY NUTRITIONALS LIMITED","Food, Beverage & Tobacco","30/06/2006",8402768
"AHI","ADVANCED HEALTH INTELLIGENCE LTD","Software & Services","17/08/2015","SUSPENDED"
"AHK","ARK MINES LIMITED","Materials","09/05/2011",6653570
"AHL","ADRAD HOLDINGS LIMITED","Automobiles & Components","30/09/2022",77222990
"AHN","ATHENA RESOURCES LIMITED","Materials","22/11/2006",3211403
"AHX","APIAM ANIMAL HEALTH LIMITED","Health Care Equipment & Services","15/12/2015",60782103
"AI1","ADISYN LTD","Software & Services","10/11/2020",3887772
"AIA","AUCKLAND INTERNATIONAL AIRPORT LIMITED","Transportation","22/02/1999",10016087552
"AII","ALMONTY INDUSTRIES INC.","Materials","02/08/2021",178264021
"AIM","AI-MEDIA TECHNOLOGIES LIMITED","Commercial & Professional Services","15/09/2020",73084916
"AIQ","ALTERNATIVE INVESTMENT TRUST","Not Applic","08/05/2005",44010069
"AIS","AERIS RESOURCES LIMITED","Materials","02/02/2011",324121056
"AIV","ACTIVEX LIMITED","Materials","11/04/2006",862010
"AIZ","AIR NEW ZEALAND LIMITED","Transportation","01/10/1997",1650547515
"AJL","AJ LUCAS GROUP LIMITED","Capital Goods","10/08/1999",16508756
"AJQ","ARMOUR ENERGY LIMITED","Energy","26/04/2012","SUSPENDED"
"AJX","ALEXIUM INTERNATIONAL GROUP LIMITED","Materials","22/12/1999",17136612
"AJY","ASAPLUS RESOURCES LIMITED","Materials","16/11/2012","SUSPENDED"
"AKG","ACADEMIES AUSTRALASIA GROUP LIMITED","Consumer Services","01/06/1977",23870604
"AKM","ASPIRE MINING LIMITED","Materials","06/02/2007",109141952
"AKN","AUKING MINING LIMITED","Materials","29/10/2007",4471720
"AKO","AKORA RESOURCES LIMITED","Materials","15/12/2020",15048422
"AKON","AKORA RESOURCES LIMITED","Materials","15/12/2020",15048422
"AKP","AUDIO PIXELS HOLDINGS LIMITED","Consumer Durables & Apparel","24/12/2004","SUSPENDED"
"AL3","AML3D LIMITED","Capital Goods","20/04/2020",16967255
"AL8","ALDERAN RESOURCES LIMITED","Materials","09/06/2017",4427445
"ALA","AROVELLA THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","24/01/2002",120767967
"ALB","ALBION RESOURCES LIMITED","Materials","30/04/2021",3263333
"ALC","ALCIDION GROUP LIMITED","Health Care Equipment & Services","24/06/2011",77863447
"ALD","AMPOL LIMITED","Energy","31/12/1980",8347722528
"ALI","ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED","Not Applic","03/07/2015",367998912
"ALK","ALKANE RESOURCES LIMITED","Materials","07/10/1980",380199007
"ALL","ARISTOCRAT LEISURE LIMITED","Consumer Services","09/07/1996",29769454922
"ALM","ALMA METALS LIMITED","Energy","18/04/2007",12760910
"ALQ","ALS LIMITED","Commercial & Professional Services","18/07/1952",7010748064
"ALR","ALTAIR MINERALS LIMITED","Materials","01/02/2012",21482888
"ALU","ALTIUM LIMITED","Software & Services","04/08/1999",8825905462
"ALV","ALVO MINERALS LIMITED","Materials","20/10/2021",15078369
"ALX","ATLAS ARTERIA","Transportation","25/01/2010",7747451995
"ALY","ALCHEMY RESOURCES LIMITED","Materials","26/11/2007",7068458
"AM7","ARCADIA MINERALS LIMITED","Materials","25/06/2021",7088257
"AMA","AMA GROUP LIMITED","Commercial & Professional Services","31/08/2006",88513774
"AMC","AMCOR PLC","Materials","28/08/1969",21824682501
"AMD","ARROW MINERALS LTD","Materials","28/10/2005",40557460
"AME","ALTO METALS LIMITED","Materials","20/12/2012",28860927
"AMH","AMCIL LIMITED","Not Applic","10/02/2000",350090066
"AMI","AURELIA METALS LIMITED","Materials","08/05/2007",346402318
"AML","AEON METALS LIMITED.","Materials","14/06/2007",7674804
"AMM","ARMADA METALS LIMITED","Materials","15/12/2021",3744000
"AMN","AGRIMIN LIMITED","Materials","09/10/2007",87451646
"AMO","AMBERTECH LIMITED","Technology Hardware & Equipment","10/12/2004",28144411
"AMP","AMP LIMITED","Financial Services","15/06/1998",2921217272
"AMS","ATOMOS LIMITED","Consumer Durables & Apparel","28/12/2018",25472644
"AMT","ALLEGRA MEDICAL TECHNOLOGIES LIMITED","Health Care Equipment & Services","05/12/2007","SUSPENDED"
"AMX","AEROMETREX LIMITED","Commercial & Professional Services","10/12/2019",34196630
"AN1","ANAGENICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","09/12/2005",3229243
"AND","ANSARADA GROUP LIMITED","Software & Services","14/02/2020",205478688
"ANG","AUSTIN ENGINEERING LIMITED","Capital Goods","09/03/2004",322605659
"ANL","AMANI GOLD LIMITED","Materials","14/12/2006","SUSPENDED"
"ANN","ANSELL LIMITED","Health Care Equipment & Services","22/08/1985",3701162258
"ANO","ADVANCE ZINCTEK LIMITED","Materials","24/02/2005",46823789
"ANR","ANATARA LIFESCIENCES LTD","Pharmaceuticals, Biotechnology & Life Sciences","16/10/2014",7645749
"ANX","ANAX METALS LIMITED","Materials","15/06/2004",26017952
"ANZ","ANZ GROUP HOLDINGS LIMITED","Banks","30/09/1969",85142627294
"AO1","ASSETOWL LIMITED","Software & Services","30/05/2011","SUSPENDED"
"AOA","AUSMON RESOURCES LIMITED","Materials","31/03/2009",2871998
"AOF","AUSTRALIAN UNITY OFFICE FUND","Equity Real Estate Investment Trusts (REITs)","20/06/2016",211232717
"AON","APOLLO MINERALS LIMITED","Materials","31/10/2007",16712230
"APA","APA GROUP","Utilities","13/06/2000",11190837532
"APC","AUSTRALIAN POTASH LIMITED","Materials","20/12/2011",4000189
"APE","EAGERS AUTOMOTIVE LIMITED","Consumer Discretionary Distribution & Retail","17/04/1957",3153359630
"APL","ASSOCIATE GLOBAL PARTNERS LIMITED","Financial Services","30/09/2004",5931705
"APM","APM HUMAN SERVICES INTERNATIONAL LIMITED","Commercial & Professional Services","12/11/2021",1018071960
"APS","ALLUP SILICA LIMITED","Materials","02/05/2022",3380467
"APW","AIMS PROPERTY SECURITIES FUND","Equity Real Estate Investment Trusts (REITs)","17/12/2004",71007937
"APX","APPEN LIMITED","Software & Services","07/01/2015",133455811
"APZ","ASPEN GROUP","Equity Real Estate Investment Trusts (REITs)","11/04/1991",335133103
"AQC","AUSTRALIAN PACIFIC COAL LIMITED","Materials","17/12/1999",45141148
"AQD","AUSQUEST LIMITED","Materials","25/11/2003",13202388
"AQI","ALICANTO MINERALS LIMITED","Materials","19/09/2012",14158497
"AQN","AQUIRIAN LIMITED","Commercial & Professional Services","27/07/2021",14521315
"AQX","ALICE QUEEN LIMITED","Materials","09/09/2004",4836930
"AQZ","ALLIANCE AVIATION SERVICES LIMITED","Transportation","20/12/2011",498277561
"AR1","AUSTRAL RESOURCES AUSTRALIA LTD","Materials","03/11/2021","SUSPENDED"
"AR3","AUSTRALIAN RARE EARTHS LIMITED","Materials","01/07/2021",17151408
"AR9","ARCHTIS LIMITED","Software & Services","21/09/2018",26621958
"ARA","ARIADNE AUSTRALIA LIMITED","Commercial & Professional Services","12/10/1982",101685205
"ARB","ARB CORPORATION LIMITED.","Automobiles & Components","26/06/1987",3094867210
"ARC","ARC FUNDS LIMITED","Financial Services","14/04/2000",3638705
"ARD","ARGENT MINERALS LIMITED","Materials","03/04/2008",28479809
"ARF","ARENA REIT.","Equity Real Estate Investment Trusts (REITs)","13/06/2013",1364512557
"ARG","ARGO INVESTMENTS LIMITED","Not Applic","31/03/1963",6638032551
"ARL","ARDEA RESOURCES LIMITED","Materials","09/02/2017",117742120
"ARN","ALDORO RESOURCES LIMITED","Materials","13/09/2018",10366028
"ARR","AMERICAN RARE EARTHS LIMITED","Materials","17/02/2011",135993907
"ART","AIRTASKER LIMITED","Media & Entertainment","23/03/2021",108585942
"ARU","ARAFURA RARE EARTHS LTD","Materials","05/11/2003",438957416
"ARV","ARTEMIS RESOURCES LIMITED","Materials","16/03/2007",28227138
"ARX","AROA BIOSURGERY LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","24/07/2020",170382878
"AS1","ASARA RESOURCES LIMITED","Materials","13/08/1987",9703929
"AS2","ASKARI METALS LIMITED","Materials","07/07/2021",5763763
"ASB","AUSTAL LIMITED","Capital Goods","08/12/1998",880733756
"ASE","ASTUTE METALS NL","Materials","14/08/1986",13547143
"ASG","AUTOSPORTS GROUP LIMITED.","Consumer Discretionary Distribution & Retail","16/11/2016",470340000
"ASH","ASHLEY SERVICES GROUP LIMITED","Commercial & Professional Services","21/08/2014",34554217
"ASK","ABACUS STORAGE KING","Equity Real Estate Investment Trusts (REITs)","01/08/2023",1570353040
"ASM","AUSTRALIAN STRATEGIC MATERIALS LIMITED","Materials","30/07/2020",185114708
"ASN","ANSON RESOURCES LIMITED","Materials","08/07/2010",174221308
"ASO","ASTON MINERALS LIMITED","Materials","04/03/2011",20721028
"ASP","ASPERMONT LIMITED.","Media & Entertainment","27/04/2000",27011982
"ASQ","AUSTRALIAN SILICA QUARTZ GROUP LTD","Materials","22/10/2007",10992555
"ASR","ASRA MINERALS LIMITED","Materials","30/06/1986",9983974
"ASV","ASSET VISION CO LTD","Commercial & Professional Services","02/12/2013",10161712
"ASX","ASX LIMITED","Financial Services","14/10/1998",12172280855
"AT1","ATOMO DIAGNOSTICS LIMITED","Health Care Equipment & Services","16/04/2020",18536867
"ATA","ATTURRA LIMITED","Software & Services","22/12/2021",234578092
"ATC","ALTECH BATTERIES LTD","Materials","27/01/2010",106055459
"ATG","ARTICORE GROUP LIMITED","Consumer Discretionary Distribution & Retail","16/05/2016",104629817
"ATH","ALTERITY THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","28/03/2000",31470692
"ATM","ANEKA TAMBANG (PERSERO) TBK (PT)","Materials","09/08/1999",5192053122
"ATP","ATLAS PEARLS LTD","Consumer Durables & Apparel","31/12/1993",45530350
"ATR","ASTRON CORPORATION LIMITED","Materials","11/11/1983",94124839
"ATS","AUSTRALIS OIL & GAS LIMITED","Energy","25/07/2016",16599252
"ATU","ATRUM COAL LIMITED","Materials","24/07/2012","SUSPENDED"
"ATV","ACTIVEPORT GROUP LTD","Software & Services","20/10/2021",21566055
"ATX","AMPLIA THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","23/12/2013",15753336
"AU1","THE AGENCY GROUP AUSTRALIA LTD","Real Estate Management & Development","18/12/2007",11571568
"AUA","AUDEARA LIMITED","Consumer Durables & Apparel","18/05/2021",6098402
"AUB","AUB GROUP LIMITED","Insurance","16/11/2005",3193629565
"AUC","AUSGOLD LIMITED","Materials","16/12/2009",84957225
"AUE","AURUM RESOURCES LIMITED","Materials","02/11/2021",42952303
"AUG","AUGUSTUS MINERALS LIMITED","Materials","25/05/2023",9664875
"AUH","AUSTCHINA HOLDINGS LIMITED","Energy","17/03/2003",6301151
"AUI","AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED","Not Applic","01/01/1974",1294122729
"AUK","AUMAKE LIMITED.","Consumer Discretionary Distribution & Retail","07/12/2011",5743220
"AUN","AURUMIN LIMITED","Materials","09/12/2020",17667523
"AUQ","ALARA RESOURCES LIMITED","Materials","24/05/2007",53856566
"AUR","AURIS MINERALS LIMITED","Materials","15/03/2001",4289634
"AUZ","AUSTRALIAN MINES LIMITED","Materials","28/09/2001",12586607
"AV1","ADVERITAS LIMITED","Software & Services","18/12/2012",58342645
"AVA","AVA RISK GROUP LIMITED","Technology Hardware & Equipment","11/05/2015",36200080
"AVC","AUCTUS INVESTMENT GROUP LIMITED","Financial Services","10/08/2011",43480291
"AVD","AVADA GROUP LIMITED","Commercial & Professional Services","17/12/2021",46714264
"AVE","AVECHO BIOTECHNOLOGY LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","09/08/1993",9507891
"AVG","AUSTRALIAN VINTAGE LTD","Food, Beverage & Tobacco","26/03/1992",83370700
"AVH","AVITA MEDICAL INC.","Pharmaceuticals, Biotechnology & Life Sciences","24/06/2020",318626727
"AVJ","AVJENNINGS LIMITED","Consumer Durables & Apparel","27/01/1994",170272611
"AVL","AUSTRALIAN VANADIUM LIMITED","Materials","21/02/2007",146378554
"AVM","ADVANCE METALS LIMITED","Materials","20/12/2007",1550322
"AVR","ANTERIS TECHNOLOGIES LTD","Health Care Equipment & Services","24/03/2004",380794080
"AVW","AVIRA RESOURCES LTD","Materials","09/01/2013",2663790
"AW1","AMERICAN WEST METALS LIMITED","Materials","13/12/2021",75062798
"AWC","ALUMINA LIMITED","Materials","31/10/1961",5048925666
"AWJ","AURIC MINING LIMITED","Materials","12/02/2021",27482374
"AX1","ACCENT GROUP LIMITED","Consumer Discretionary Distribution & Retail","07/07/2004",1010680487
"AX8","ACCELERATE RESOURCES LIMITED","Materials","14/02/2018",30556884
"AXE","ARCHER MATERIALS LIMITED","Semiconductors & Semiconductor Equipment","14/08/2007",99390335
"AXI","AXIOM PROPERTIES LIMITED","Real Estate Management & Development","31/01/1997",19904828
"AXN","ALLIANCE NICKEL LIMITED","Materials","21/08/1980",34114462
"AXP","AXP ENERGY LIMITED","Energy","20/07/2006",5824681
"AYA","ARTRYA LIMITED","Health Care Equipment & Services","26/11/2021",20069518
"AYI","A1 INVESTMENTS & RESOURCES LTD","Financial Services","02/10/2007","SUSPENDED"
"AYM","AUSTRALIA UNITED MINING LIMITED","Materials","19/09/2011",5527732
"AYT","AUSTIN METALS LIMITED","Materials","06/07/2011",7945148
"AZI","ALTAMIN LIMITED","Materials","24/12/2009",17115112
"AZJ","AURIZON HOLDINGS LIMITED","Transportation","22/11/2010",6847418813
"AZL","ARIZONA LITHIUM LIMITED","Materials","08/07/1971",102897734
"AZY","ANTIPA MINERALS LIMITED","Materials","20/04/2011",57953692
"B4P","BEFOREPAY GROUP LIMITED","Financial Services","17/01/2022",25856112
"BAP","BAPCOR LIMITED","Consumer Discretionary Distribution & Retail","24/04/2014",1493415000
"BAS","BASS OIL LIMITED","Energy","30/09/2004",18878051
"BB1","BLINKLAB LIMITED","Health Care Equipment & Services","04/04/2024",36685501
"BBC","BNK BANKING CORPORATION LIMITED","Banks","22/05/2012",45113374
"BBL","BRISBANE BRONCOS LIMITED","Media & Entertainment","12/05/1989",94609210
"BBN","BABY BUNTING GROUP LIMITED","Consumer Discretionary Distribution & Retail","14/10/2015",195614409
"BBT","BLUEBET HOLDINGS LTD","Consumer Services","02/07/2021",60247633
"BC8","BLACK CAT SYNDICATE LIMITED","Materials","30/01/2018",98737102
"BCA","BLACK CANYON LIMITED","Materials","05/05/2021",8416975
"BCB","BOWEN COKING COAL LIMITED","Materials","22/06/1995",190816368
"BCC","BEAM COMMUNICATIONS HOLDINGS LIMITED","Technology Hardware & Equipment","06/11/1986",12963288
"BCI","BCI MINERALS LIMITED","Materials","15/12/2006",677838933
"BCK","BROCKMAN MINING LIMITED","Materials","11/01/2011",232005803
"BCM","BRAZILIAN CRITICAL MINERALS LIMITED","Materials","12/08/2005",17157007
"BCN","BEACON MINERALS LIMITED","Materials","20/10/2006",108946277
"BCT","BLUECHIIP LIMITED","Technology Hardware & Equipment","09/06/2011",7705368
"BDG","BLACK DRAGON GOLD CORP.","Materials","29/08/2018",5192657
"BDM","BURGUNDY DIAMOND MINES LIMITED","Materials","04/01/2013",227392837
"BDT","BIRDDOG TECHNOLOGY LIMITED","Technology Hardware & Equipment","20/12/2021",11968547
"BDX","BCAL DIAGNOSTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","21/07/2021",29013892
"BEL","BENTLEY CAPITAL LIMITED","Not Applic","07/11/1986",2968989
"BEN","BENDIGO AND ADELAIDE BANK LIMITED","Banks","19/12/1985",6296684579
"BEO","BEONIC LTD","Software & Services","17/12/1999",10852374
"BET","BETMAKERS TECHNOLOGY GROUP LTD","Consumer Services","11/12/2015",115813727
"BEX","BIKEEXCHANGE LIMITED","Consumer Discretionary Distribution & Retail","09/02/2021",5549445
"BEZ","BESRA GOLD INC.","Materials","08/10/2021",42291953
"BFC","BESTON GLOBAL FOOD COMPANY LIMITED","Food, Beverage & Tobacco","28/08/2015",7988188
"BFG","BELL FINANCIAL GROUP LIMITED","Financial Services","12/12/2007",416967132
"BFL","BSP FINANCIAL GROUP LIMITED","Banks","25/05/2021",3107012860
"BGA","BEGA CHEESE LIMITED","Food, Beverage & Tobacco","19/08/2011",1328821263
"BGD","BARTON GOLD HOLDINGS LIMITED","Materials","28/06/2021",72090810
"BGE","BRIDGE SAAS LIMITED","Software & Services","06/10/2022",3678208
"BGL","BELLEVUE GOLD LIMITED","Materials","20/12/2005",2378230539
"BGP","BRISCOE GROUP AUSTRALASIA LIMITED","Consumer Discretionary Distribution & Retail","20/07/2017",946857551
"BGT","BIO-GENE TECHNOLOGY LTD","Materials","29/11/2017",11880333
"BHD","BENJAMIN HORNIGOLD LIMITED","Not Applic","12/05/2017",5193377
"BHP","BHP GROUP LIMITED","Materials","13/08/1885",233493278815
"BIM","BINDI METALS LIMITED","Materials","28/06/2022",2580000
"BIO","BIOME AUSTRALIA LIMITED","Household & Personal Products","30/11/2021",65976705
"BIS","BISALLOY STEEL GROUP LIMITED","Materials","23/06/2003",179298217
"BIT","BIOTRON LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","24/01/2001",46918326
"BKG","BOOKTOPIA GROUP LIMITED","Consumer Discretionary Distribution & Retail","03/12/2020",12323075
"BKI","BKI INVESTMENT COMPANY LIMITED","Not Applic","12/12/2003",1384459868
"BKT","BLACK ROCK MINING LIMITED","Materials","10/12/2003",81335706
"BKW","BRICKWORKS LIMITED","Materials","30/06/1962",4027339826
"BKY","BERKELEY ENERGIA LIMITED","Energy","16/09/2003",173860719
"BLD","BORAL LIMITED.","Materials","21/02/2000",6299606660
"BLG","BLUGLASS LIMITED","Semiconductors & Semiconductor Equipment","22/09/2006",65775903
"BLU","BLUE ENERGY LIMITED.","Energy","13/10/1994",25913630
"BLX","BEACON LIGHTING GROUP LIMITED","Consumer Discretionary Distribution & Retail","15/04/2014",594312288
"BLZ","BLAZE MINERALS LIMITED","Energy","12/09/1996",3142791
"BM8","BATTERY AGE MINERALS LTD","Materials","04/11/2020",13972371
"BMG","BMG RESOURCES LIMITED","Materials","12/05/2004",7605566
"BMH","BAUMART HOLDINGS LIMITED","Capital Goods","19/06/2015",12303304
"BML","BOAB METALS LIMITED","Materials","15/07/2004",27085345
"BMM","BALKAN MINING AND MINERALS LIMITED","Materials","14/07/2021",4262431
"BMN","BANNERMAN ENERGY LTD","Energy","28/04/2005",724465250
"BMO","BASTION MINERALS LIMITED","Materials","16/03/2021",3875255
"BMR","BALLYMORE RESOURCES LIMITED","Materials","03/09/2021",36229770
"BMT","BEAMTREE HOLDINGS LIMITED","Health Care Equipment & Services","06/06/2019",71889014
"BNL","BLUE STAR HELIUM LIMITED","Energy","24/11/1994",19422653
"BNR","BULLETIN RESOURCES LIMITED","Materials","20/12/2010",14387053
"BNZ","BENZ MINING CORP.","Materials","23/12/2020",21988043
"BOA","BOADICEA RESOURCES LIMITED","Materials","11/10/2012",2837115
"BOC","BOUGAINVILLE COPPER LIMITED","Materials","31/12/1970",246653438
"BOD","BOD SCIENCE LIMITED","Consumer Discretionary Distribution & Retail","27/10/2016","SUSPENDED"
"BOE","BOSS ENERGY LTD","Energy","25/07/2007",2394702730
"BOL","BOOM LOGISTICS LIMITED","Capital Goods","14/10/2003",61342650
"BOQ","BANK OF QUEENSLAND LIMITED.","Banks","24/08/1971",3984495781
"BOT","BOTANIX PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","24/01/1985",441038442
"BP8","BPH GLOBAL LTD","Pharmaceuticals, Biotechnology & Life Sciences","13/06/2000",1954116
"BPH","BPH ENERGY LTD","Financial Services","06/08/2004",25246060
"BPM","BPM MINERALS LIMITED","Materials","30/12/2020",4161577
"BPP","BABYLON PUMP & POWER LIMITED","Capital Goods","13/12/1996",12497745
"BPT","BEACH ENERGY LIMITED","Energy","30/06/1972",3912487220
